,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Airport ID_x,Name_x,City,Country_x,IATA_x,ICAO_x,source_latitude,source_longitude,Altitude_x,TimeZone_x,DST_x,Tz Database Time Zone_x,Continent,Airport ID_y,Name_y,Destination City,Country_y,IATA_y,ICAO_y,destination_latitude,destination_longitude,Altitude_y,TimeZone_y,DST_y,Tz Database Time Zone_y,Destination Continent
7687,IB,2822,FEZ,1066,BCN,1218,Y,0.0,320,1066.0,Saïss Airport,Fes,Morocco,FEZ,GMFF,33.9272995,-4.97796011,1900.0,0,N,Africa/Casablanca,Africa,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7694,IB,2822,NDR,5673,BCN,1218,Y,0.0,320,5673.0,Nador International Airport,El Aroui,Morocco,NDR,GMMW,34.98880005,-3.028209925,574.0,0,N,Africa/Casablanca,Africa,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7707,IB,2822,TNG,1080,BCN,1218,Y,0.0,320 73G,1080.0,Ibn Batouta Airport,Tanger,Morocco,TNG,GMTT,35.72689819,-5.916890144,62.0,0,N,Africa/Casablanca,Africa,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7718,AF,137,JFK,3797,BCN,1218,Y,0.0,333,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7720,BA,1355,JFK,3797,BCN,1218,Y,0.0,763,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7722,IB,2822,JFK,3797,BCN,1218,Y,0.0,763,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7723,KL,3090,JFK,3797,BCN,1218,Y,0.0,330,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7724,QR,4091,JFK,3797,BCN,1218,Y,0.0,763,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7728,BA,1355,MIA,3576,BCN,1218,Y,0.0,763,3576.0,Miami International Airport,Miami,United States,MIA,KMIA,25.79319954,-80.29060364,8.0,-5,A,America/New_York,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7729,IB,2822,MIA,3576,BCN,1218,Y,0.0,763,3576.0,Miami International Airport,Miami,United States,MIA,KMIA,25.79319954,-80.29060364,8.0,-5,A,America/New_York,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7738,IB,2822,ALG,210,BCN,1218,Y,0.0,320,210.0,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.69100189,3.215409994,82.0,1,N,Africa/Algiers,Africa,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7828,IB,2822,RAK,1075,BCN,1218,Y,0.0,320,1075.0,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.60689926,-8.036299706,1545.0,0,N,Africa/Casablanca,Africa,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7867,IB,2822,AMM,2170,BCN,1218,Y,0.0,320,2170.0,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.72260094,35.99319839,2395.0,2,E,Asia/Amman,Asia,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7880,LH,3320,EWR,3494,BCN,1218,Y,0.0,752,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7882,AC,330,YYZ,193,BCN,1218,Y,0.0,763,193.0,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569.0,-5,A,America/Toronto,North America,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7944,IB,2822,ORN,231,BCN,1218,Y,0.0,320,231.0,Es Senia Airport,Oran,Algeria,ORN,DAOO,35.62390137,-0.621182978,295.0,1,N,Africa/Algiers,Africa,1218.0,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12.0,1,E,Europe/Madrid,Europe
7999,LA,3200,LIM,2789,MAD,1229,Y,0.0,763 346 343,2789.0,Jorge Chávez International Airport,Lima,Peru,LIM,SPIM,-12.0219,-77.114305,113.0,-5,U,America/Lima,South America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8008,LA,3200,GYE,2673,MAD,1229,Y,0.0,763 343 346,2673.0,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,SEGU,-2.15741992,-79.88359833,19.0,-5,U,America/Guayaquil,South America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8010,LA,3200,UIO,2688,MAD,1229,Y,0.0,346,2688.0,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.129166667,-78.3575,7841.0,-5,U,America/Guayaquil,South America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8034,LA,3200,GRU,2564,MAD,1229,Y,0.0,330,2564.0,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.43555641,-46.47305679,2459.0,-3,S,America/Sao_Paulo,South America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8039,BA,1355,ORD,3830,MAD,1229,Y,0.0,333,3830.0,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,672.0,-6,A,America/Chicago,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8060,AF,137,ATL,3682,MAD,1229,Y,0.0,764,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8061,AM,321,ATL,3682,MAD,1229,Y,0.0,764,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8063,KL,3090,ATL,3682,MAD,1229,Y,0.0,764,3682.0,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,1026.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8087,IB,2822,TNG,1080,MAD,1229,Y,0.0,CRK CR9,1080.0,Ibn Batouta Airport,Tanger,Morocco,TNG,GMTT,35.72689819,-5.916890144,62.0,0,N,Africa/Casablanca,Africa,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8092,AA,24,LAX,3484,MAD,1229,Y,0.0,340,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8094,BA,1355,LAX,3484,MAD,1229,Y,0.0,346 343,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8105,BA,1355,DFW,3670,MAD,1229,Y,0.0,777,3670.0,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.896801,-97.038002,607.0,-6,A,America/Chicago,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8106,IB,2822,DFW,3670,MAD,1229,Y,0.0,777,3670.0,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.896801,-97.038002,607.0,-6,A,America/Chicago,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8112,AF,137,JFK,3797,MAD,1229,Y,0.0,764,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8114,BA,1355,JFK,3797,MAD,1229,Y,0.0,333 757 346,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8117,KL,3090,JFK,3797,MAD,1229,Y,0.0,767,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8122,BA,1355,MIA,3576,MAD,1229,Y,0.0,333 763 346,3576.0,Miami International Airport,Miami,United States,MIA,KMIA,25.79319954,-80.29060364,8.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8135,AZ,596,MEX,1824,MAD,1229,Y,0.0,777,1824.0,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.4363,-99.072098,7316.0,-6,S,America/Mexico_City,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8200,IB,2822,RAK,1075,MAD,1229,Y,0.0,CR9 CRK CR2,1075.0,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.60689926,-8.036299706,1545.0,0,N,Africa/Casablanca,Africa,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8225,IB,2822,AMM,2170,MAD,1229,Y,0.0,319 320,2170.0,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.72260094,35.99319839,2395.0,2,E,Asia/Amman,Asia,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8230,BA,1355,BOS,3448,MAD,1229,Y,0.0,333,3448.0,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,20.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8242,LH,3320,EWR,3494,MAD,1229,Y,0.0,752,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8261,BA,1355,SAL,1892,MAD,1229,Y,0.0,342,1892.0,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,-89.055702,101.0,-6,U,America/El_Salvador,North America,1229.0,Adolfo Suárez MadridBarajas Airport,Madrid,Spain,MAD,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,Europe
8607,S7,4329,LED,2948,GYD,2922,Y,0.0,757,2948.0,Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,59.8003006,30.26250076,78.0,3,N,Europe/Moscow,Europe,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia
8625,AF,137,CDG,1382,GYD,2922,Y,0.0,320,1382.0,Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392.0,1,E,Europe/Paris,Europe,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia
8627,AZ,596,FCO,1555,GYD,2922,Y,0.0,319,1555.0,Leonardo da VinciFiumicino Airport,Rome,Italy,FCO,LIRF,41.8002778,12.2388889,13.0,1,E,Europe/Rome,Europe,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia
8629,J2,197,FRA,340,GYD,2922,Y,0.0,333 343,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia
8631,UA,5209,FRA,340,GYD,2922,Y,0.0,333,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364.0,1,E,Europe/Berlin,Europe,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia
8634,AZ,596,MXP,1524,GYD,2922,Y,0.0,320,1524.0,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.6306,8.72811,768.0,1,E,Europe/Rome,Europe,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia
8637,OK,1946,PRG,1587,GYD,2922,Y,0.0,320,1587.0,Václav Havel Airport Prague,Prague,Slovenia,PRG,LKPR,50.1008,14.26,1247.0,1,E,Europe/Prague,Europe,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia
8639,OS,491,VIE,1613,GYD,2922,Y,0.0,319,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,2922.0,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,40.46749878,50.04669952,10.0,4,E,Asia/Baku,Asia
8669,S7,4329,DME,4029,NRT,2279,Y,0.0,787,4029.0,Domodedovo International Airport,Moscow,Russia,DME,UUDD,55.40879822,37.90629959,588.0,3,N,Europe/Moscow,Europe,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8671,NH,324,ZRH,1678,NRT,2279,Y,0.0,343,1678.0,Zürich Airport,Zurich,Switzerland,ZRH,LSZH,47.464699,8.54917,1416.0,1,E,Europe/Zurich,Europe,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8728,LH,3320,DUS,345,NRT,2279,Y,0.0,788,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147.0,1,E,Europe/Berlin,Europe,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8786,NH,324,YVR,156,NRT,2279,Y,0.0,763,156.0,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19390106,-123.1839981,14.0,-8,A,America/Vancouver,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8788,AI,218,LAX,3484,NRT,2279,Y,0.0,388,3484.0,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125.0,-8,A,America/Los_Angeles,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8799,JL,2987,DFW,3670,NRT,2279,Y,0.0,777,3670.0,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.896801,-97.038002,607.0,-6,A,America/Chicago,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8806,UA,5209,JFK,3797,NRT,2279,Y,0.0,77W,3797.0,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.63980103,-73.77890015,13.0,-5,A,America/New_York,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8808,NH,324,YYC,178,NRT,2279,Y,0.0,763,178.0,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.11389923,-114.0199966,3557.0,-7,A,America/Edmonton,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8810,KE,3163,TIJ,1847,NRT,2279,Y,0.0,787,1847.0,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.54109955,-116.9700012,489.0,-8,S,America/Tijuana,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8822,JL,2987,LHR,507,NRT,2279,Y,0.0,777,507.0,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,Europe,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8827,NH,324,VIE,1613,NRT,2279,Y,0.0,772,1613.0,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11029816,16.56970024,600.0,1,E,Europe/Vienna,Europe,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8862,NH,324,GUM,2246,NRT,2279,Y,0.0,777,2246.0,Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.48340034,144.7960052,298.0,10,U,Pacific/Guam,Oceania,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8882,NH,324,EWR,3494,NRT,2279,Y,0.0,777,3494.0,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69250107,-74.16870117,18.0,-5,A,America/New_York,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8885,NH,324,YYZ,193,NRT,2279,Y,0.0,77W,193.0,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.67720032,-79.63059998,569.0,-5,A,America/Toronto,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8886,NH,324,AKL,2006,NRT,2279,Y,0.0,763 772,2006.0,Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.0080986,174.7920074,23.0,12,Z,Pacific/Auckland,Oceania,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8889,JL,2987,CNS,3322,NRT,2279,Y,0.0,332,3322.0,Cairns International Airport,Cairns,Australia,CNS,YBCS,-16.88579941,145.7550049,10.0,10,N,Australia/Brisbane,Oceania,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8891,QF,4089,CNS,3322,NRT,2279,Y,0.0,332,3322.0,Cairns International Airport,Cairns,Australia,CNS,YBCS,-16.88579941,145.7550049,10.0,10,N,Australia/Brisbane,Oceania,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8898,NH,324,DEN,3751,NRT,2279,Y,0.0,788,3751.0,Denver International Airport,Denver,United States,DEN,KDEN,39.86169815,-104.6729965,5431.0,-7,A,America/Denver,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8905,NH,324,HNL,3728,NRT,2279,Y,0.0,744 763,3728.0,Daniel K Inouye International Airport,Honolulu,United States,HNL,PHNL,21.32062,-157.924228,13.0,-10,N,Pacific/Honolulu,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8909,NH,324,IAH,3550,NRT,2279,Y,0.0,777,3550.0,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9843998,-95.34140015,97.0,-6,A,America/Chicago,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8915,JL,2987,PPT,4075,NRT,2279,Y,0.0,343,4075.0,Faa'a International Airport,Papeete,French Polynesia,PPT,NTAA,-17.553699,-149.606995,5.0,-10,U,Pacific/Tahiti,Oceania,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8922,UA,5209,SEA,3577,NRT,2279,Y,0.0,788,3577.0,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,433.0,-8,A,America/Los_Angeles,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8926,UA,5209,SJC,3748,NRT,2279,Y,0.0,788,3748.0,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,37.362598,-121.929001,62.0,-8,A,America/Los_Angeles,North America,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8932,AF,137,ROR,2256,NRT,2279,Y,0.0,752,2256.0,Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.36731,134.544236,176.0,9,U,Pacific/Palau,Oceania,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8945,JL,2987,KHV,2927,NRT,2279,Y,0.0,320,2927.0,Khabarovsk-Novy Airport,Khabarovsk,Russia,KHV,UHHH,48.52799988,135.1880035,244.0,10,N,Asia/Vladivostok,Europe,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8947,JL,2987,VVO,2934,NRT,2279,Y,0.0,320,2934.0,Vladivostok International Airport,Vladivostok,Russia,VVO,UHWW,43.39899826,132.147995,46.0,10,N,Asia/Vladivostok,Europe,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8950,JL,2987,OOL,3321,NRT,2279,Y,0.0,332,3321.0,Gold Coast Airport,Coolangatta,Australia,OOL,YBCG,-28.1644001,153.5050049,21.0,10,N,Australia/Brisbane,Oceania,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8952,QF,4089,OOL,3321,NRT,2279,Y,0.0,332,3321.0,Gold Coast Airport,Coolangatta,Australia,OOL,YBCG,-28.1644001,153.5050049,21.0,10,N,Australia/Brisbane,Oceania,2279.0,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141.0,9,U,Asia/Tokyo,Asia
8989,TK,4951,SAW,4317,MLA,1606,Y,0.0,320,4317.0,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029,312.0,3,E,Europe/Istanbul,Asia,1606.0,Malta International Airport,Malta,Malta,MLA,LMML,35.857498,14.4775,300.0,1,E,Europe/Malta,Europe
9090,LH,3320,YUL,146,GVA,1665,Y,0.0,333,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,1665.0,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411.0,1,E,Europe/Paris,Europe
9091,LX,4559,YUL,146,GVA,1665,Y,0.0,333,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,1665.0,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411.0,1,E,Europe/Paris,Europe
9092,UA,5209,YUL,146,GVA,1665,Y,0.0,333,146.0,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47060013,-73.74079895,118.0,-5,A,America/Toronto,North America,1665.0,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411.0,1,E,Europe/Paris,Europe
9112,LX,4559,CAI,1128,GVA,1665,Y,0.0,738,1128.0,Cairo International Airport,Cairo,Egypt,CAI,HECA,30.12190056,31.40559959,382.0,2,U,Africa/Cairo,Africa,1665.0,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411.0,1,E,Europe/Paris,Europe
